species,decimalLatitude,decimalLongitude,prediction
Nyctanthes arbor-tristis,11.936844,79.835083,7
Nyctanthes arbor-tristis,12.961973,80.19635,7
Nyctanthes arbor-tristis,14.313925,75.709373,3
Nyctanthes arbor-tristis,18.415947,74.004631,8
Nyctanthes arbor-tristis,19.168337,72.957069,8
Nyctanthes arbor-tristis,20.198,85.4402,4
Nyctanthes arbor-tristis,22.681169,88.352081,4
Nyctanthes arbor-tristis,22.681172,88.352076,4
Nyctanthes arbor-tristis,25.1811,75.8277,0
Nyctanthes arbor-tristis,25.2367,75.8361,0
Nyctanthes arbor-tristis,25.435801,81.846313,6
Nyctanthes arbor-tristis,25.98606,90.786566,2
Nyctanthes arbor-tristis,26.811088,75.824384,0
Nyctanthes arbor-tristis,26.8687,75.8152,0
Nyctanthes arbor-tristis,27.011,94.3368,2
Nyctemera adversata,26.17033,91.570327,2
Nyctemera adversata,26.990309,88.696266,2
Nyctemera coleta,10.002981,76.733475,1
Nyctemera coleta,10.016396,77.053253,1
Nyctemera lacticinia,10.587047,77.256203,1
Nyctemera lacticinia,12.927422,77.615836,7
Nyctemera lacticinia,14.349946,75.731926,3
Nyctibatrachus dattatreyaensis,13.316144,75.772044,3
Nyctibatrachus grandis,12.214913,75.658165,3
Nyctibatrachus grandis,12.218982,75.639496,3
Nyctibatrachus grandis,12.237772,75.717148,3
Nyctibatrachus humayuni,15.940063,73.992722,3
Nyctibatrachus jog,14.980734,74.517032,3
Nyctibatrachus kempholeyensis,13.56631,75.134205,3
Nyctibatrachus kumbara,14.270316,74.752815,3
Nyctibatrachus minimus,13.149027,75.287247,3
Nyctibatrachus petraeus,15.39719,74.338219,3
Nycticebus bengalensis,24.352674,92.344815,2
Nycticebus bengalensis,26.651571,94.328262,2
Nycticorax nycticorax,9.570541,76.494125,1
Nycticorax nycticorax,9.994725,76.337679,1
Nycticorax nycticorax,12.424339,76.654488,7
Nycticorax nycticorax,12.739404,77.786698,7
Nycticorax nycticorax,18.500677,73.852959,8
Nycticorax nycticorax,20.202244,85.45174,4
Nycticorax nycticorax,26.017327,76.502574,0
Nycticorax nycticorax,28.52673,77.575363,6
Nyctyornis athertoni,11.71426,76.109184,1
Nyctyornis athertoni,12.854315,77.509949,7
Nyctyornis athertoni,26.168766,91.718437,2
Nymphaea alba,26.353613,92.72628,2
Oceanodroma monorhis,12.9,74.599998,3
Ochna integerrima,8.841749,76.684586,1
Ochna integerrima,23.940848,91.988153,2
Ochna lanceolata,15.264052,73.941498,3
Ochna lanceolata,15.57083,73.851044,3
Ochotona curzoniae,27.308363,88.672356,2
Ochotona macrotis,34.40204,77.657908,6
Ochreinauclea missionis,11.983788,75.590919,1
Ochus subvittatus,26.727827,90.050812,2
Ocimum basilicum,20.2776,85.8429,4
Ocimum tenuiflorum,8.534227,76.955132,1
Ocimum tenuiflorum,9.463289,76.66726,1
Ocimum tenuiflorum,9.965779,76.242115,1
Ocimum tenuiflorum,20.177688,85.336235,4
Ocimum tenuiflorum,22.2698,70.7852,8
Ocimum tenuiflorum,22.68116,88.352077,4
Ocimum tenuiflorum,22.681169,88.352081,4
Ocyceros birostris,11.117826,76.968627,1
Ocyceros birostris,12.1709,76.7576,7
Ocyceros birostris,12.208251,76.786999,7
Ocyceros birostris,14.354177,75.798646,3
Ocyceros birostris,17.328844,78.4011,5
Ocyceros birostris,17.329008,78.397064,5
Ocyceros birostris,17.32946,78.397064,5
Ocyceros birostris,17.340387,78.396111,5
Ocyceros birostris,18.175619,78.326866,5
Ocyceros birostris,18.258949,73.588858,8
Ocyceros birostris,19.144835,72.880714,8
Ocyceros birostris,26.063571,76.438936,0
Ocyceros birostris,28.593096,77.219679,6
Ocyceros griseus,12.103781,75.815277,1
Ocyceros griseus,14.73401,74.758211,3
Ocyceros griseus,15.261414,74.613136,3
Ocyceros griseus,15.368039,74.016869,3
Ocyceros griseus,15.379129,74.232697,3
Ocypode macrocera,13.012939,80.275932,7
Odontomachus haematodus,8.549448,76.973816,1
Odontomantis planiceps,12.942547,77.562578,7
Odontomantis planiceps,19.8604,85.6217,4
Odontomantis planiceps,19.9103,85.6702,4
Odontomantis planiceps,19.915247,85.663073,4
Odontomantis planiceps,19.990639,73.757774,8
Odontoptilum angulata,14.6025,74.848056,3
Odorrana chloronota,24.604883,92.815765,2
Odorrana chloronota,25.143525,94.283342,2
Oecophylla smaragdina,8.470217,76.989907,1
Oecophylla smaragdina,8.487494,76.948624,1
Oecophylla smaragdina,9.92421,76.769295,1
Oecophylla smaragdina,9.948568,76.948268,1
Oecophylla smaragdina,10.100371,76.357038,1
Oecophylla smaragdina,10.117615,76.269671,1
Oecophylla smaragdina,10.346893,76.207412,1
Oecophylla smaragdina,10.374119,76.149386,1
Oecophylla smaragdina,10.677238,76.716336,1
Oecophylla smaragdina,11.107,79.6917,7
Oecophylla smaragdina,11.950136,75.865013,1
Oecophylla smaragdina,12.12034,76.68694,7
Oecophylla smaragdina,12.777221,77.681526,7
Oecophylla smaragdina,13.080072,77.578515,7
Oecophylla smaragdina,13.107795,77.606079,7
Oecophylla smaragdina,13.695286,75.635681,3
Oecophylla smaragdina,14.350546,75.738373,3
Oecophylla smaragdina,24.833288,92.781502,2
Oecophylla smaragdina,26.004772,92.867844,2
Oecophylla smaragdina,26.953344,94.286369,2
Oenanthe deserti,18.623312,72.88634,8
Oenanthe fusca,26.906679,78.271072,6
Oenanthe fusca,29.585122,78.86353,6
Oenanthe oenanthe,18.623455,72.886938,8
Oenanthe pleschanka,12.947402,74.922247,3
Oldenlandia umbellata,8.091552,77.554115,1
Oldenlandia umbellata,9.600588,76.357941,1
Olepa ricini,9.383452,76.574059,1
Olepa ricini,9.451179,76.883652,1
Olepa ricini,9.49162,76.388443,1
Olepa ricini,12.144546,75.938202,1
Olepa ricini,12.272059,75.909982,3
Olepa ricini,18.573362,73.679123,8
Olepa ricini,22.01436,86.651917,4
Olepa ricini,22.7334,77.7373,0
Olepa ricini,24.862619,92.362068,2
Olidiana kirkaldyi,12.888113,80.017052,7
Oligodon affinis,12.337494,75.806908,3
Oligodon albocinctus,25.751627,93.172876,2
Oligodon albocinctus,26.92911,92.839622,2
Oligodon albocinctus,28.096863,95.159523,2
Oligodon arnensis,8.667449,77.40995,1
Oligodon arnensis,10.593448,76.600558,1
Oligodon arnensis,11.664325,78.146014,7
Oligodon arnensis,18.396643,73.717232,8
Oligodon arnensis,20.3705,78.116,5
Oligodon arnensis,21.222559,70.002216,8
Oligodon arnensis,26.909643,80.989471,6
Oligodon taeniolatus,12.580764,79.250789,7
Oligodon taeniolatus,18.7372,73.63896,8
Oligodon venustus,11.235401,76.624062,1
Oligodon woodmasoni,7.99883,93.57077,9
Olios lamarcki,14.351709,75.732361,3
Onychargia atrocyana,8.578497,77.085226,1
Onychargia atrocyana,9.7462,76.3072,1
Onychargia atrocyana,10.850516,76.271083,1
Onychargia atrocyana,11.703206,76.0834,1
Onychargia atrocyana,22.681145,88.438665,4
Onychargia atrocyana,22.709063,88.333332,4
Onychargia atrocyana,23.6462,88.1215,4
Onychargia atrocyana,27.908243,78.06649,6
Onychargia atrocyana,28.52673,77.575363,6
Ophioglossum costatum,16.407015,74.376343,3
Ophiophagus hannah,11.95,75.949997,1
Ophiophagus hannah,13.689496,75.244989,3
Ophiophagus hannah,26.525282,92.993805,2
Ophiophagus hannah,27.004232,94.909683,2
Ophiophagus hannah,27.185942,88.50248,2
Ophiophagus hannah,27.306581,88.363998,2
Ophiorrhiza mungos,8.759942,77.116875,1
Ophisops jerdonii,26.810977,70.700871,0
Ophiusa tirhaca,8.088306,77.538452,1
Ophiusa tirhaca,12.971599,77.594566,7
Opuntia stricta,11.594732,76.650925,1
Oraesia argyrosigna,30.448538,78.641289,6
Oreochromis mossambicus,9.498067,76.338852,1
Oreochromis niloticus,22.884038,88.417835,4
Oreocryptophis porphyraceus,24.817011,93.936844,2
Oreocryptophis porphyraceus,26.756357,88.797479,2
Oriens gola,22.429317,88.400685,4
Oriens goloides,9.728412,76.30988,1
Orinoma damaris,30.049683,79.905273,6
Oriolus chinensis,10.103771,76.702766,1
Oriolus chinensis,13.026514,77.645378,7
Oriolus kundoo,10.00672,76.71032,1
Oriolus kundoo,10.029107,76.35898,1
Oriolus kundoo,10.111575,76.358663,1
Oriolus kundoo,11.554974,76.134894,1
Oriolus kundoo,11.927821,76.254044,1
Oriolus kundoo,12.411209,76.684563,7
Oriolus kundoo,16.8167,74.116699,8
Oriolus kundoo,17.371231,78.416237,5
Oriolus kundoo,18.175619,78.326866,5
Oriolus kundoo,20.529753,75.742546,8
Oriolus oriolus,8.667449,77.40995,1
Oriolus oriolus,17.43993,78.498276,5
Oriolus oriolus,18.811293,72.940726,8
Oriolus xanthornus,9.369502,76.460342,1
Oriolus xanthornus,9.924192,76.769438,1
Oriolus xanthornus,9.925265,76.769321,1
Oriolus xanthornus,10.00672,76.71032,1
Oriolus xanthornus,11.404942,76.333336,1
Oriolus xanthornus,17.615229,81.693993,5
Oriolus xanthornus,17.774405,81.926918,5
Oriolus xanthornus,22.444749,88.299672,4
Oriolus xanthornus,22.555922,88.347633,4
Oriolus xanthornus,23.657744,88.125899,4
Oriolus xanthornus,26.185904,91.721571,2
Orophea erythrocarpa,10.357455,76.883507,1
Orophea thomsonii,10.357455,76.883507,1
Orophea uniflora,8.504928,77.466446,1
Oroxylum indicum,20.0145,85.4479,4
Oroxylum indicum,22.7365,77.735,0
Oroxylum indicum,27.0144,94.9869,2
Oroxylum indicum,32.294319,75.624168,6
Orphanostigma abruptalis,13.069992,80.249184,7
Orsotriaena medus,8.481392,76.954224,1
Orsotriaena medus,9.000535,76.712006,1
Orsotriaena medus,10.650774,76.069381,1
Orsotriaena medus,11.560363,76.161545,1
Orsotriaena medus,11.685358,76.131995,1
Orsotriaena medus,11.71426,76.109184,1
Orsotriaena medus,13.3748,77.1409,7
Orsotriaena medus,13.576117,75.106299,3
Orsotriaena medus,14.6058,74.8475,3
Orsotriaena medus,14.948889,74.692778,3
Orsotriaena medus,14.951944,74.695,3
Orsotriaena medus,14.964311,74.712077,3
Orsotriaena medus,15.299327,74.123996,3
Orsotriaena medus,24.424411,92.338299,2
Orsotriaena medus,24.479795,92.28598,2
Orthetrum chrysis,8.542306,77.02838,1
Orthetrum chrysis,9.654167,76.748535,1
Orthetrum chrysis,9.924525,76.769783,1
Orthetrum chrysis,10.323591,76.951004,1
Orthetrum chrysis,14.354177,75.798646,3
Orthetrum chrysis,15.333902,74.288354,3
Orthetrum chrysis,18.297329,73.422234,8
Orthetrum chrysis,22.645943,82.833092,4
Orthetrum chrysis,22.751896,77.728866,0
Orthetrum chrysis,23.649858,84.944035,4
Orthetrum chrysis,24.371164,92.342138,2
Orthetrum glaucum,9.065651,76.930363,1
Orthetrum glaucum,9.924757,76.769969,1
Orthetrum glaucum,17.682925,73.972976,8
Orthetrum glaucum,22.692177,78.105125,0
Orthetrum glaucum,23.200277,86.126732,4
Orthetrum glaucum,25.847216,92.574291,2
Orthetrum glaucum,26.202281,91.739281,2
Orthetrum glaucum,29.415739,78.994651,6
Orthetrum glaucum,29.600957,79.666954,6
Orthetrum glaucum,29.846527,79.567508,6
Orthetrum glaucum,30.69888,76.779684,6
Orthetrum luzonicum,8.514202,76.956283,1
Orthetrum luzonicum,9.654028,76.748779,1
Orthetrum luzonicum,9.924531,76.769364,1
Orthetrum luzonicum,10.000465,76.740021,1
Orthetrum luzonicum,10.033715,76.621054,1
Orthetrum luzonicum,10.317638,76.240703,1
Orthetrum luzonicum,10.34645,76.277337,1
Orthetrum luzonicum,10.488906,76.234514,1
Orthetrum luzonicum,13.130651,77.546502,7
Orthetrum luzonicum,19.122158,73.233041,8
Orthetrum luzonicum,19.150966,72.883129,8
Orthetrum luzonicum,24.352674,92.344815,2
Orthetrum luzonicum,25.08396,76.021783,0
Orthetrum luzonicum,25.1846,75.8256,0
Orthetrum luzonicum,25.1848,75.8251,0
Orthetrum pruinosum,8.68425,77.135411,1
Orthetrum pruinosum,10.082247,76.382845,1
Orthetrum pruinosum,10.482476,76.238677,1
Orthetrum pruinosum,10.677238,76.716336,1
Orthetrum pruinosum,11.479152,77.134135,7
Orthetrum pruinosum,11.687405,78.180668,7
Orthetrum pruinosum,11.703206,76.0834,1
Orthetrum pruinosum,11.938804,78.247025,7
Orthetrum pruinosum,11.96764,75.772034,1
Orthetrum pruinosum,12.055437,75.397629,3
Orthetrum pruinosum,12.156567,75.805939,3
Orthetrum pruinosum,12.808286,77.587509,7
Orthetrum pruinosum,13.311781,76.93982,7
Orthetrum pruinosum,13.373615,77.20739,7
Orthetrum pruinosum,17.595726,73.846164,8
Orthetrum pruinosum,17.682925,73.972976,8
Orthetrum pruinosum,18.40493,72.937973,8
Orthetrum pruinosum,18.684856,72.993111,8
Orthetrum pruinosum,19.136319,73.19815,8
Orthetrum pruinosum,19.16321,72.892618,8
Orthetrum pruinosum,22.191938,88.185875,4
Orthetrum pruinosum,22.966608,88.436756,4
Orthetrum pruinosum,23.637616,87.11298,4
Orthetrum pruinosum,24.371164,92.342138,2
Orthetrum pruinosum,24.464465,92.537126,2
Orthetrum pruinosum,25.521309,91.255411,2
Orthetrum pruinosum,25.555221,92.518472,2
Orthetrum pruinosum,27.491903,96.212479,2
Orthetrum pruinosum,27.634315,95.665405,2
Orthetrum pruinosum,28.552864,77.32165,6
Orthetrum pruinosum,28.574486,77.307303,6
Orthetrum pruinosum,29.2827,79.5483,6
Orthetrum pruinosum,29.46571,79.260859,6
Orthetrum sabina,8.453915,76.973293,1
Orthetrum sabina,8.841749,76.684586,1
Orthetrum sabina,8.895029,76.66726,1
Orthetrum sabina,9.440384,76.853996,1
Orthetrum sabina,9.620124,76.551767,1
Orthetrum sabina,9.981636,76.299884,1
Orthetrum sabina,10.033715,76.621054,1
Orthetrum sabina,10.297582,76.256602,1
Orthetrum sabina,10.485108,77.74807,1
Orthetrum sabina,10.613911,76.690775,1
Orthetrum sabina,10.677238,76.716336,1
Orthetrum sabina,10.776166,76.677366,1
Orthetrum sabina,10.78673,76.654793,1
Orthetrum sabina,11.321249,75.996346,1
Orthetrum sabina,11.683845,78.165564,7
Orthetrum sabina,12.166693,76.739424,7
Orthetrum sabina,12.269372,76.611978,7
Orthetrum sabina,12.269937,75.121154,3
Orthetrum sabina,12.899404,77.579852,7
Orthetrum sabina,12.910491,77.585716,7
Orthetrum sabina,13.3739,77.1405,7
Orthetrum sabina,14.427548,74.419093,3
Orthetrum sabina,14.730949,74.266781,3
Orthetrum sabina,14.818481,74.141613,3
Orthetrum sabina,15.333901,74.288353,3
Orthetrum sabina,15.44011,74.106377,3
Orthetrum sabina,17.531904,73.515134,8
Orthetrum sabina,17.8419,82.4783,5
Orthetrum sabina,18.658399,72.877335,8
Orthetrum sabina,18.943087,72.827179,8
Orthetrum sabina,19.136319,73.19815,8
Orthetrum sabina,19.150553,72.956489,8
Orthetrum sabina,19.16321,72.892618,8
Orthetrum sabina,19.2704,72.8748,8
Orthetrum sabina,19.9106,85.6704,4
Orthetrum sabina,19.9106,85.6705,4
Orthetrum sabina,20.1873,85.4568,4
Orthetrum sabina,20.202244,85.45174,4
Orthetrum sabina,21.488756,72.946476,8
Orthetrum sabina,22.3131,87.9838,4
Orthetrum sabina,22.3132,87.9833,4
Orthetrum sabina,22.500913,88.394934,4
Orthetrum sabina,22.681172,88.352083,4
Orthetrum sabina,22.681321,88.352364,4
Orthetrum sabina,22.685684,88.321274,4
Orthetrum sabina,22.686542,88.321206,4
Orthetrum sabina,22.70463,88.339918,4
Orthetrum sabina,22.708878,88.333257,4
Orthetrum sabina,22.709081,88.333345,4
Orthetrum sabina,22.791051,88.436617,4
Orthetrum sabina,22.972466,88.444389,4
Orthetrum sabina,23.2048,72.631,0
Orthetrum sabina,24.070512,88.256765,4
Orthetrum sabina,24.098261,88.268411,4
Orthetrum sabina,24.133092,88.273659,4
Orthetrum sabina,24.352674,92.344815,2
Orthetrum sabina,24.43202,92.330688,2
Orthetrum sabina,25.1811,75.8274,0
Orthetrum sabina,25.1839,75.8248,0
Orthetrum sabina,25.1841,75.8273,0
Orthetrum sabina,25.185,75.8252,0
Orthetrum sabina,25.1853,75.8256,0
Orthetrum sabina,25.1856,75.825,0
Orthetrum sabina,25.205463,75.839111,0
Orthetrum sabina,25.222467,75.837054,0
Orthetrum sabina,25.2252,75.8372,0
Orthetrum sabina,25.2325,75.8386,0
Orthetrum sabina,25.2376,75.8323,0
Orthetrum sabina,25.2389,75.8372,0
Orthetrum sabina,25.2394,75.8336,0
Orthetrum sabina,25.24,75.8365,0
Orthetrum sabina,25.3551,75.9842,0
Orthetrum sabina,25.596906,91.887812,2
Orthetrum sabina,26.004884,91.550167,2
Orthetrum sabina,26.0334,82.6492,6
Orthetrum sabina,26.17033,91.570327,2
Orthetrum sabina,27.08245,88.700689,2
Orthetrum sabina,27.159269,77.5232,6
Orthetrum sabina,27.175724,94.919515,2
Orthetrum sabina,27.573681,95.369604,2
Orthetrum sabina,27.634322,95.665443,2
Orthetrum sabina,27.634595,95.66536,2
Orthetrum sabina,28.562552,77.291373,6
Orthetrum sabina,28.8802,79.6316,6
Orthetrum sabina,29.040795,79.404058,6
Orthetrum sabina,29.200724,79.5157,6
Orthetrum sabina,29.267579,75.309148,6
Orthomorpha coarctata,22.681162,88.352081,4
Orthosiphon pallidus,16.710384,73.340317,8
Orthosiphon thymiflorus,12.979617,79.137535,7
Orthotomus sutorius,8.453915,76.973293,1
Orthotomus sutorius,9.923812,76.769348,1
Orthotomus sutorius,9.924107,76.769287,1
Orthotomus sutorius,10.485108,77.74807,1
Orthotomus sutorius,12.29581,76.639381,7
Orthotomus sutorius,12.86695,77.594894,7
Orthotomus sutorius,14.464409,75.921758,3
Orthotomus sutorius,19.138439,72.812187,8
Orthotomus sutorius,20.844851,79.403465,5
Orthotomus sutorius,22.536638,72.958748,8
Orthotomus sutorius,22.681165,88.352074,4
Orthotomus sutorius,23.640378,88.129937,4
Orthotomus sutorius,26.461311,90.297379,2
Orthotomus sutorius,26.914341,75.731804,0
Ortygornis pondicerianus,11.546298,76.711906,1
Ortygornis pondicerianus,17.329336,78.389343,5
Ortygornis pondicerianus,17.331509,78.39814,5
Ortygornis pondicerianus,19.997454,73.789803,8
Ortygornis pondicerianus,26.063571,76.438936,0
Ortygornis pondicerianus,28.338743,77.619216,6
Orudiza protheclaria,14.9522,74.6964,3
Orudiza protheclaria,24.433414,92.328758,2
Oryctes rhinoceros,31.63255,77.396686,6
Oryza sativa,8.759837,76.782697,1
Oryza sativa,9.498067,76.338852,1
Oryza sativa,10.00672,76.71032,1
Oryza sativa,24.997904,82.065229,4
Oryza sativa,27.0233,94.3241,2
Oryza sativa,27.233149,94.13858,2
Osbeckia aspera,11.376704,76.08701,1
Osbeckia muralis,11.9902,75.668205,1
Oscillatoria princeps,12.916095,80.183944,7
Osyris quadripartita,8.434571,77.563599,1
Osyris quadripartita,13.437153,77.686501,7
Osyris quadripartita,18.698286,73.390045,8
Otomops wroughtoni,15.556113,74.319572,3
Otus bakkamoena,12.010162,76.255039,7
Otus bakkamoena,26.027479,76.455574,0
Otus brucei,26.873943,75.824803,0
Otus sunia,11.572177,76.642715,1
Ouret lanata,19.481234,78.514969,5
Oxalis corniculata,8.5481,76.9744,1
Oxalis corniculata,22.430889,87.321487,4
Oxalis corniculata,26.797516,93.3078,2
Oxalis debilis,22.746128,77.719353,0
Oxalis debilis,26.820236,93.30574,2
Oxalis latifolia,11.840998,75.919907,1
Oxya chinensis,20.1975,85.4395,4
Oxya chinensis,22.688497,88.321173,4
Oxya hyla,8.575452,77.025139,1
Oxyodes scrobiculata,11.459742,76.68335,1
Oxyodes scrobiculata,25.612099,91.897713,2
Oxyopes birmanicus,10.029959,76.500225,1
Oxyopes birmanicus,10.292274,76.165332,1
Oxyopes javanus,9.878191,76.303867,1
Oxyopes javanus,9.928268,76.314519,1
Oxyopes javanus,12.212194,75.829025,3
Oxyopes javanus,17.767697,73.191012,8
Oxyopes javanus,20.949732,73.49462,8
Oxyopes javanus,26.25407,73.030477,0
Oxyopes javanus,28.638644,77.07206,6
Oxyopes kohaensis,12.768676,75.207062,3
Oxyopes shweta,11.016845,76.955832,1
Oxyopes shweta,12.914142,74.855957,3
Oxyopes shweta,13.373615,77.20739,7
Oxytate virens,14.232707,74.681027,3
Pachliopta aristolochiae,8.565403,77.016144,1
Pachliopta aristolochiae,8.713913,77.756652,1
Pachliopta aristolochiae,9.563308,76.308728,1
Pachliopta aristolochiae,9.924,76.7694,1
Pachliopta aristolochiae,9.9241,76.7692,1
Pachliopta aristolochiae,11.239358,75.81562,1
Pachliopta aristolochiae,11.688125,78.170811,7
Pachliopta aristolochiae,11.689875,78.164353,7
Pachliopta aristolochiae,12.845275,77.542749,7
Pachliopta aristolochiae,13.044519,80.279035,7
Pachliopta aristolochiae,13.066451,74.999934,3
Pachliopta aristolochiae,14.7052,76.3382,3
Pachliopta aristolochiae,17.258592,78.681445,5
Pachliopta aristolochiae,18.980478,73.262711,8
Pachliopta aristolochiae,22.805623,88.331459,4
Pachliopta aristolochiae,23.0706,86.9206,4
Pachliopta aristolochiae,23.338641,87.230731,4
Pachliopta aristolochiae,23.395141,86.987433,4
Pachliopta aristolochiae,23.542808,87.327049,4
Pachliopta aristolochiae,23.652922,88.105593,4
Pachliopta aristolochiae,23.657744,88.125899,4
Pachliopta aristolochiae,23.71447,88.224208,4
Pachliopta aristolochiae,23.842906,86.243646,4
Pachliopta aristolochiae,25.235873,75.835979,0
Pachliopta aristolochiae,27.908243,78.06649,6
Pachliopta aristolochiae,29.354741,79.542993,6
Pachliopta hector,10.457846,76.96916,1
Pachliopta hector,11.688136,78.1708,7
Pachliopta hector,11.808663,79.748399,7
Pachliopta hector,12.22024,79.055641,7
Pachliopta hector,12.42436,76.656349,7
Pachliopta hector,12.881844,77.527165,7
Pachliopta hector,13.034679,80.263046,7
Pachliopta hector,13.122776,74.993319,3
Pachliopta hector,14.3338,75.7878,3
Pachliopta hector,14.500697,74.360199,3
Pachliopta hector,14.603333,74.854167,3
Pachliopta hector,15.617516,76.900582,3
Pachliopta hector,18.743068,72.920441,8
Pachliopta hector,18.945724,72.823761,8
Pachliopta hector,18.986601,73.267899,8
Pachliopta hector,18.995218,73.258842,8
Pachliopta hector,19.152029,72.877068,8
Pachliopta hector,19.647268,85.469786,4
Pachliopta hector,20.931982,77.752304,5
Pachliopta hector,21.576879,88.292336,4
Pachliopta pandiyana,8.709838,77.129105,1
Paguma larvata,27.445472,96.535809,2
Paguma larvata,30.458366,78.097641,6
Pajanelia longifolia,11.997441,75.414108,3
Pajanelia longifolia,12.566962,75.648079,3
Palaquium bourdillonii,8.481112,77.001663,1
Palaquium ellipticum,12.566962,75.648079,3
Paliga damastesalis,23.164543,92.937576,2
Palpoctenidia phoenicosoma,25.517288,91.263321,2
Palpopleura sexmaculata,24.352674,92.344815,2
Palpopleura sexmaculata,29.600957,79.666954,6
Pancratium parvum,18.011148,74.00193,8
Pancratium parvum,18.772409,73.336464,8
Pandanus leram,7.010403,93.938309,9
Pandanus odorifer,10.220265,76.199478,1
Pandanus unipapillatus,8.633505,77.011094,1
Pandion haliaetus,18.274067,74.786038,8
Pandion haliaetus,18.280622,74.787079,8
Pandion haliaetus,26.766624,78.659729,6
Pangshura smithii,25.290854,83.008804,4
Pangshura smithii,27.930115,78.857803,6
Pangshura smithii,28.135578,78.448738,6
Pangshura smithii,28.251167,78.358208,6
Pangshura smithii,28.354244,78.272614,6
Pangshura sylhetensis,26.1706,91.6792,2
Pangshura sylhetensis,26.498229,92.677574,2
Pangshura sylhetensis,26.556815,92.327902,2
Pangshura sylhetensis,26.577532,93.17112,2
Pangshura sylhetensis,26.618341,93.464928,2
Pangshura sylhetensis,26.932489,92.877664,2
Pangshura sylhetensis,27.654338,95.364075,2
Pangshura tecta,25.1536,75.8365,0
Pangshura tecta,27.1628,77.523415,6
Pangshura tentoria,25.307407,83.016586,4
Pangshura tentoria,25.851604,76.563769,0
Pangshura tentoria,26.188997,91.754338,2
Pangshura tentoria,26.659167,77.902381,6
Pangshura tentoria,26.696552,77.890758,6
Pangshura tentoria,26.758303,78.619263,6
Pangshura tentoria,26.76848,78.648224,6
Pangshura tentoria,26.782465,78.821274,6
Pangshura tentoria,26.788988,79.043991,6
Pangshura tentoria,26.866647,78.360326,6
Pangshura tentoria,28.272234,78.33017,6
Pantala flavescens,8.7978,77.4461,1
Pantala flavescens,8.895444,76.639384,1
Pantala flavescens,9.417263,77.59203,1
Pantala flavescens,9.620124,76.551767,1
Pantala flavescens,9.921581,76.273572,1
Pantala flavescens,10.482476,76.238677,1
Pantala flavescens,11.410204,76.695032,1
Pantala flavescens,11.664325,78.146014,7
Pantala flavescens,11.683525,78.179903,7
Pantala flavescens,11.684444,78.176936,7
Pantala flavescens,11.685744,78.176253,7
Pantala flavescens,11.6859,78.1759,7
Pantala flavescens,11.685972,78.175692,7
Pantala flavescens,11.686,78.1759,7
Pantala flavescens,11.687405,78.180668,7
Pantala flavescens,11.941592,79.808313,7
Pantala flavescens,12.153447,76.675561,7
Pantala flavescens,12.26936,76.611987,7
Pantala flavescens,12.269372,76.611978,7
Pantala flavescens,12.275255,76.670148,7
Pantala flavescens,12.31051,77.135047,7
Pantala flavescens,12.3112,77.1348,7
Pantala flavescens,13.036791,80.26763,7
Pantala flavescens,13.066125,77.576449,7
Pantala flavescens,13.130651,77.546502,7
Pantala flavescens,13.322,77.1209,7
Pantala flavescens,13.431331,77.516562,7
Pantala flavescens,14.71709,74.263856,3
Pantala flavescens,17.67187,73.977788,8
Pantala flavescens,18.992087,73.512978,8
Pantala flavescens,19.227511,72.881724,8
Pantala flavescens,21.1458,79.088155,5
Pantala flavescens,22.355417,88.393127,4
Pantala flavescens,22.6193,88.0035,4
Pantala flavescens,22.680286,88.35138,4
Pantala flavescens,22.680306,88.351366,4
Pantala flavescens,22.68116,88.352077,4
Pantala flavescens,22.681166,88.352076,4
Pantala flavescens,22.681166,88.352079,4
Pantala flavescens,22.724756,88.478935,4
Pantala flavescens,23.200277,86.126732,4
Pantala flavescens,23.273821,85.415146,4
Pantala flavescens,23.578073,87.227695,4
Pantala flavescens,23.640378,88.129937,4
Pantala flavescens,23.6503,88.1271,4
Pantala flavescens,24.045429,70.145581,0
Pantala flavescens,24.085022,92.2752,2
Pantala flavescens,24.43202,92.330689,2
Pantala flavescens,24.5536,80.8314,0
Pantala flavescens,24.600508,80.832243,0
Pantala flavescens,25.1076,75.8325,0
Pantala flavescens,25.143525,94.283342,2
Pantala flavescens,25.1846,75.8263,0
Pantala flavescens,25.1848,75.8251,0
Pantala flavescens,25.1849,75.825,0
Pantala flavescens,25.1851,75.8252,0
Pantala flavescens,25.1853,75.8252,0
Pantala flavescens,25.1856,75.825,0
Pantala flavescens,25.1861,75.8263,0
Pantala flavescens,25.1871,75.8238,0
Pantala flavescens,25.187662,75.827231,0
Pantala flavescens,25.199921,75.79111,0
Pantala flavescens,25.2308,75.8347,0
Pantala flavescens,25.2315,75.8351,0
Pantala flavescens,25.2322,75.8351,0
Pantala flavescens,25.2339,75.8392,0
Pantala flavescens,25.2346,75.8365,0
Pantala flavescens,25.236,75.8369,0
Pantala flavescens,25.2385,75.8374,0
Pantala flavescens,25.2392,75.8354,0
Pantala flavescens,25.2394,75.8336,0
Pantala flavescens,28.545978,77.296647,6
Pantala flavescens,28.599012,77.2477,6
Pantala flavescens,28.915768,79.509502,6
Pantala flavescens,30.054571,78.21842,6
Panthera leo,21.170602,70.596397,8
Panthera pardus,9.910304,76.636261,1
Panthera pardus,11.999776,77.13862,7
Panthera pardus,12.046612,76.626831,7
