species,decimalLatitude,decimalLongitude,prediction
Creatonotos transiens,25.612099,91.897713,2
Creatonotos transiens,30.129789,79.384567,6
Crescentia cujete,11.018311,76.948822,1
Crescentia cujete,12.743498,80.238304,7
Crescentia cujete,13.077659,77.580467,7
Crinum asiaticum,13.381938,77.658234,7
Crocodylus palustris,12.425021,76.653542,7
Crocodylus palustris,15.467433,74.082913,3
Crocodylus palustris,15.488784,73.927899,3
Crocodylus palustris,15.509038,73.943197,3
Crocodylus palustris,19.285199,84.446147,4
Crocodylus palustris,20.176,79.3307,5
Crocodylus palustris,20.1768,79.3309,5
Crocodylus palustris,22.308976,73.188035,8
Crocodylus palustris,22.314666,73.190766,8
Crocodylus palustris,26.765947,78.644879,6
Crocodylus palustris,26.770939,78.637932,6
Crocodylus palustris,26.773836,78.624847,6
Crocodylus palustris,28.2479,81.2319,6
Crocodylus palustris,29.5851,78.8635,6
Crocodylus porosus,11.713122,92.731445,9
Crocodylus porosus,21.945,88.895798,4
Crocothemis erythraea,12.269372,76.611978,7
Crocothemis servilia,9.481674,76.387878,1
Crocothemis servilia,10.473137,76.212497,1
Crocothemis servilia,10.989053,77.022744,1
Crocothemis servilia,11.323038,79.243353,7
Crocothemis servilia,11.6627,78.159,7
Crocothemis servilia,11.6627,78.1593,7
Crocothemis servilia,11.664325,78.146014,7
Crocothemis servilia,11.6858,78.1762,7
Crocothemis servilia,11.686,78.1754,7
Crocothemis servilia,11.687405,78.180668,7
Crocothemis servilia,12.271077,76.613833,7
Crocothemis servilia,12.285582,76.567607,7
Crocothemis servilia,12.29581,76.639381,7
Crocothemis servilia,12.6789,77.9163,7
Crocothemis servilia,12.890235,77.587374,7
Crocothemis servilia,13.077712,77.581604,7
Crocothemis servilia,13.113118,77.578873,7
Crocothemis servilia,15.296252,74.003914,3
Crocothemis servilia,17.477841,78.529742,5
Crocothemis servilia,17.540742,74.330886,8
Crocothemis servilia,17.682551,73.99234,8
Crocothemis servilia,18.258949,73.588858,8
Crocothemis servilia,18.540813,73.453217,8
Crocothemis servilia,20.192473,85.476229,4
Crocothemis servilia,20.193299,85.789187,4
Crocothemis servilia,20.1951,85.4677,4
Crocothemis servilia,21.776575,88.24034,4
Crocothemis servilia,22.0907,88.7624,4
Crocothemis servilia,22.55104,88.578273,4
Crocothemis servilia,22.6192,88.0046,4
Crocothemis servilia,22.67001,88.350022,4
Crocothemis servilia,22.685684,88.321274,4
Crocothemis servilia,22.688509,88.321301,4
Crocothemis servilia,22.689003,88.321476,4
Crocothemis servilia,22.711718,88.32728,4
Crocothemis servilia,22.778805,73.614281,0
Crocothemis servilia,22.791051,88.436617,4
Crocothemis servilia,22.791923,88.330959,4
Crocothemis servilia,22.972466,88.444389,4
Crocothemis servilia,22.974727,88.433721,4
Crocothemis servilia,23.229009,77.364026,0
Crocothemis servilia,23.231269,87.078387,4
Crocothemis servilia,23.26454,88.438097,4
Crocothemis servilia,23.481083,87.272832,4
Crocothemis servilia,23.581524,87.191018,4
Crocothemis servilia,23.789507,88.232403,4
Crocothemis servilia,24.136908,88.202166,4
Crocothemis servilia,24.43202,92.330688,2
Crocothemis servilia,25.1627,75.7875,0
Crocothemis servilia,25.1842,75.8256,0
Crocothemis servilia,25.1843,75.8267,0
Crocothemis servilia,25.1843,75.8271,0
Crocothemis servilia,25.1847,75.8267,0
Crocothemis servilia,25.1849,75.8256,0
Crocothemis servilia,25.18497,75.827902,0
Crocothemis servilia,25.1852,75.8245,0
Crocothemis servilia,25.1853,75.8255,0
Crocothemis servilia,25.1856,75.8253,0
Crocothemis servilia,25.1872,75.8237,0
Crocothemis servilia,25.1895,75.7858,0
Crocothemis servilia,25.199921,75.79111,0
Crocothemis servilia,25.199978,75.790547,0
Crocothemis servilia,25.203681,75.793521,0
Crocothemis servilia,25.222467,75.837054,0
Crocothemis servilia,25.233,75.8354,0
Crocothemis servilia,25.233251,75.837717,0
Crocothemis servilia,25.233621,75.83433,0
Crocothemis servilia,25.2341,75.8351,0
Crocothemis servilia,25.2394,75.834,0
Crocothemis servilia,25.45833,78.614769,0
Crocothemis servilia,25.608294,91.898911,2
Crocothemis servilia,26.17033,91.570327,2
Crocothemis servilia,28.52673,77.575363,6
Crocothemis servilia,28.5392,77.2543,6
Crocothemis servilia,28.54337,77.251634,6
Crocothemis servilia,28.551442,77.318522,6
Crocothemis servilia,28.565727,77.300357,6
Crocothemis servilia,28.574533,77.307362,6
Crocothemis servilia,28.638644,77.07206,6
Crocothemis servilia,28.719013,77.210864,6
Crocothemis servilia,28.882473,79.631072,6
Crocothemis servilia,28.893198,79.605003,6
Crocothemis servilia,28.915768,79.509502,6
Crocothemis servilia,30.697697,76.779942,6
Crossandra infundibuliformis,8.504928,77.466446,1
Crossobamon orientalis,26.500072,74.638367,0
Crossobamon orientalis,26.761858,70.427345,0
Crossobamon orientalis,26.810977,70.700871,0
Crotalaria angulata,8.504928,77.466446,1
Crotalaria chinensis,25.126494,94.323925,2
Crotalaria clarkei,9.686181,76.905229,1
Crotalaria filipes,18.302124,73.305954,8
Crotalaria filipes,18.698286,73.390045,8
Crotalaria obtecta,10.165818,77.079315,1
Crotalaria paniculata,11.950302,79.799698,7
Crotalaria retusa,9.59619,76.431786,1
Crotalaria retusa,9.627935,76.430275,1
Crotalaria retusa,9.804423,76.282534,1
Crotalaria retusa,11.949878,79.800255,7
Crotalaria retusa,11.950032,79.797905,7
Crotalaria spectabilis,19.073759,72.839111,8
Crotalaria verrucosa,9.498067,76.338852,1
Crotalaria verrucosa,11.4732,76.0533,1
Crotalaria verrucosa,11.896151,75.734245,1
Crotalaria verrucosa,12.979617,79.137535,7
Croton bonplandianus,18.275984,74.808594,8
Croton bonplandianus,19.9922,85.4439,4
Croton hirtus,9.600588,76.357941,1
Cryptocarya wightiana,10.323591,76.951004,1
Cryptomeria japonica,12.863075,77.437836,7
Cryptostegia grandiflora,27.562521,75.3004,0
Cuculus micropterus,24.433414,92.328758,2
Cuculus poliocephalus,23.664512,86.932554,4
Cuculus sparverioides,24.43202,92.330688,2
Cuculus varius,9.654188,76.748838,1
Cuculus varius,11.353002,76.79591,1
Cuculus varius,11.941781,79.808334,7
Cuculus varius,12.205543,77.827835,7
Cuculus varius,12.292578,77.534714,7
Cuculus varius,13.070292,77.769526,7
Cuculus varius,16.688749,74.210808,8
Cuculus varius,17.343498,78.58596,5
Cuculus varius,17.371231,78.416237,5
Cuculus varius,20.190833,79.335994,5
Cuculus varius,23.640378,88.129937,4
Cucumis maderaspatanus,22.835817,73.990349,0
Culicicapa ceylonensis,17.596085,81.678146,5
Culicicapa ceylonensis,24.685823,92.751114,2
Culicicapa ceylonensis,26.657272,91.912369,2
Culicicapa ceylonensis,27.001617,94.224297,2
Cullen corylifolium,18.8114,72.9406,8
Cullenia exarillata,10.323591,76.951004,1
Cullenia exarillata,11.132782,76.429405,1
Cuon alpinus,10.323195,76.909622,1
Cuon alpinus,11.546298,76.711907,1
Cuon alpinus,26.659422,91.001129,2
Cuora amboinensis,26.525282,92.993805,2
Cuora mouhotii,24.98089,94.584984,2
Cuora mouhotii,26.959751,92.145172,2
Cuora mouhotii,27.717307,96.214108,2
Cupha erymanthis,8.803958,76.701182,1
Cupha erymanthis,9.322183,76.383987,1
Cupha erymanthis,9.623706,77.147355,1
Cupha erymanthis,9.654458,76.312729,1
Cupha erymanthis,9.728412,76.30988,1
Cupha erymanthis,9.878191,76.303867,1
Cupha erymanthis,11.703206,76.0834,1
Cupha erymanthis,12.151654,75.72245,3
Cupha erymanthis,13.624555,75.14935,3
Cupha erymanthis,14.953333,74.696944,3
Cupha erymanthis,18.986601,73.267899,8
Cuphea hyssopifolia,23.793598,91.273529,2
Cuphea hyssopifolia,24.734022,92.793854,2
Cupitha purreea,22.454511,86.881941,4
Cupitha purreea,24.352674,92.344815,2
Cupitha purreea,24.43202,92.330689,2
Cupitha purreea,26.770412,88.792885,2
Cupressus lusitanica,21.401134,77.317612,5
Cupressus sempervirens,21.401255,77.317528,5
Curculigo orchioides,8.831667,77.021667,1
Curculigo orchioides,15.249678,74.617371,3
Curculigo orchioides,17.432003,73.931488,8
Curculigo orchioides,17.5973,81.68486,5
Curculigo orchioides,18.540813,73.453217,8
Curculigo orchioides,19.214375,72.913689,8
Curculigo orchioides,19.220454,72.912842,8
Curcuma longa,8.9899,76.8507,1
Curcuma longa,9.485251,76.499197,1
Curcuma longa,10.15671,76.298685,1
Curcuma longa,10.293857,76.353208,1
Curcuma pseudomontana,19.220454,72.912842,8
Curetis acuta,27.1642,94.0062,2
Curetis dentata,19.004379,73.282455,8
Curetis thetis,11.664325,78.146014,7
Curetis thetis,11.734461,78.202039,7
Curetis thetis,11.864554,78.127085,7
Curetis thetis,12.423709,76.68286,7
Curetis thetis,17.385044,78.486671,5
Curetis thetis,21.3166,72.8778,8
Curetis thetis,21.769949,88.231513,4
Curetis thetis,23.184226,88.577526,4
Curetis thetis,23.200277,86.126732,4
Curetis thetis,23.252251,88.598619,4
Curetis thetis,23.25403,88.594826,4
Curetis thetis,25.5937,85.154659,4
Curoba sangarida,8.612326,76.834109,1
Curoba sangarida,8.759837,76.782697,1
Curoba sangarida,12.895046,77.592026,7
Curoba sangarida,12.925008,77.593803,7
Cursorius coromandelicus,15.717159,78.344742,7
Cursorius coromandelicus,18.178026,74.960831,8
Cursorius coromandelicus,18.342896,74.348068,8
Cursorius cursor,28.297127,74.953537,0
Cuscuta reflexa,10.035567,76.334785,1
Cuscuta reflexa,10.819316,75.965272,1
Cuscuta reflexa,12.873392,75.646362,3
Cyana ridleyi,25.143524,94.28334,2
Cyanotis axillaris,14.27975,74.443924,3
Cyanotis villosa,9.6806,76.907,1
Cyanthillium cinereum,9.481675,76.387573,1
Cyanthillium cinereum,9.65513,76.430275,1
Cyanthillium cinereum,9.923407,76.770302,1
Cyanthillium cinereum,10.292274,76.165332,1
Cyanthillium cinereum,10.516196,76.172394,1
Cyanthillium cinereum,10.548372,76.279472,1
Cyathula prostrata,12.873392,75.646362,3
Cycas circinalis,9.498708,76.329086,1
Cycas circinalis,19.133121,72.91523,8
Cycas circinalis,25.16559,93.014603,2
Cycas circinalis,25.181572,93.009087,2
Cycas rumphii,11.928525,79.823021,7
Cyclemys gemeli,26.186987,91.746758,2
Cyclidia substigmaria,26.523458,92.915802,2
Cyclosa hexatuberculata,12.132648,75.154381,3
Cyclosia papilionaris,8.709838,77.129105,1
Cyclosia papilionaris,12.676396,75.072066,3
Cyclosia papilionaris,26.102047,91.696548,2
Cymbidium aloifolium,13.361535,75.530243,3
Cymbidium aloifolium,26.825659,92.77549,2
Cymbidium bicolor,17.598375,81.692276,5
Cymbidium bicolor,24.43202,92.330688,2
Cynarospermum asperrimum,14.615479,74.833374,3
Cynarospermum asperrimum,18.540813,73.453217,8
Cynometra travancorica,9.440478,77.160347,1
Cynopterus sphinx,14.344335,75.729057,3
Cyornis pallidipes,12.455171,75.702663,3
Cyornis rubeculoides,10.128119,76.755295,1
Cyornis rubeculoides,12.19212,77.830582,7
Cyornis tickelliae,11.127123,78.656891,7
Cyornis tickelliae,14.336487,75.705254,3
Cyornis tickelliae,16.990215,73.312027,8
Cyornis tickelliae,17.329393,78.39473,5
Cyornis tickelliae,17.546066,81.718422,5
Cyornis tickelliae,18.696541,72.930447,8
Cyperus brevifolius,11.936891,79.835419,7
Cyperus capitatus,22.731866,77.731617,0
Cyperus mindorensis,30.341856,77.998489,6
Cyprinus carpio,25.143524,94.28334,2
Cyprinus carpio,26.135324,91.781822,2
Cyrestis thyodamas,11.483334,76.400002,1
Cyrestis thyodamas,12.103781,75.815277,1
Cyrestis thyodamas,15.309283,74.31315,3
Cyrestis thyodamas,17.204767,73.660979,8
Cyrestis thyodamas,18.992498,73.117271,8
Cyrestis thyodamas,23.200277,86.126732,4
Cyrestis thyodamas,24.352678,92.344814,2
Cyrestis thyodamas,26.168766,91.718437,2
Cyrestis thyodamas,26.176483,91.767508,2
Cyrestis thyodamas,26.615997,89.532394,2
Cyrestis thyodamas,26.662147,91.357775,2
Cyrestis thyodamas,26.662599,94.35361,2
Cyrestis thyodamas,27.544781,93.819611,2
Cyrestis thyodamas,28.956787,79.807531,6
Cyrtodactylus adleri,7.00106,93.872681,9
Cyrtodactylus adleri,8.004177,93.395287,9
Cyrtodactylus albofasciatus,14.734001,74.758163,3
Cyrtodactylus albofasciatus,14.734002,74.758163,3
Cyrtodactylus albofasciatus,14.734683,74.815784,3
Cyrtodactylus deccanensis,15.284268,74.530216,3
Cyrtodactylus deccanensis,18.40493,72.93797,8
Cyrtodactylus deccanensis,18.755724,73.409076,8
Cyrtodactylus rubidus,11.615504,92.619255,9
Cyrtodactylus rubidus,12.396489,92.935074,9
Cyrtodactylus rubidus,13.2412,92.9706,9
Cyrtophora cicatrosa,13.058931,80.25016,7
Cyrtophora unicolor,24.43202,92.330688,2
Daboia russelii,11.813679,79.731575,7
Daboia russelii,12.626927,80.192711,7
Daboia russelii,14.3353,76.70806,3
Daboia russelii,14.341165,75.72393,3
Daboia russelii,18.7404,73.6381,8
Daboia russelii,18.755211,73.444539,8
Daboia russelii,19.242764,73.409615,8
Daboia russelii,23.499497,87.304544,4
Dacalana pencilligera,24.352674,92.344815,2
Dalbergia lanceolaria,12.663356,76.649216,7
Dalbergia lanceolaria,16.128067,74.527283,3
Dalbergia latifolia,18.011148,74.00193,8
Dalbergia sissoo,22.5422,88.3424,4
Dalbergia sissoo,22.990319,87.008042,4
Dalbergia sissoo,23.649934,88.126976,4
Dalbergia sissoo,25.1849,75.8251,0
Dalbergia sissoo,25.196313,75.790687,0
Dalbergia sissoo,25.196491,75.79144,0
Dalbergia sissoo,25.2172,75.8369,0
Dalbergia sissoo,25.2189,75.8434,0
Dalbergia sissoo,26.970173,75.657842,0
Dalzellia ceylanica,12.873392,75.646362,3
Danaus chrysippus,8.182606,77.406287,1
Danaus chrysippus,8.481392,76.954224,1
Danaus chrysippus,8.675349,77.085228,1
Danaus chrysippus,9.184366,76.51516,1
Danaus chrysippus,9.56735,76.570284,1
Danaus chrysippus,9.5693,76.3258,1
Danaus chrysippus,9.646118,77.401337,1
Danaus chrysippus,9.924244,76.769302,1
Danaus chrysippus,9.925201,78.119775,1
Danaus chrysippus,10.179688,76.429888,1
Danaus chrysippus,11.016845,76.955832,1
Danaus chrysippus,11.323038,79.243353,7
Danaus chrysippus,11.6862,78.1761,7
Danaus chrysippus,11.687405,78.180668,7
Danaus chrysippus,11.746128,78.170257,7
Danaus chrysippus,11.938804,78.247025,7
Danaus chrysippus,12.271077,76.613833,7
Danaus chrysippus,12.5987,77.9477,7
Danaus chrysippus,12.616451,80.199333,7
Danaus chrysippus,12.857558,77.786406,7
Danaus chrysippus,12.860381,74.855937,3
Danaus chrysippus,12.884382,77.463721,7
Danaus chrysippus,12.885592,77.464468,7
Danaus chrysippus,13.037322,80.212312,7
Danaus chrysippus,13.052728,80.110092,7
Danaus chrysippus,13.150481,77.492409,7
Danaus chrysippus,13.3738,77.1399,7
Danaus chrysippus,13.625658,75.153,3
Danaus chrysippus,14.084432,77.597321,7
Danaus chrysippus,14.464409,75.921758,3
Danaus chrysippus,15.391711,73.874611,3
Danaus chrysippus,15.73627,74.880501,3
Danaus chrysippus,17.65992,75.906387,8
Danaus chrysippus,17.720831,73.823716,8
Danaus chrysippus,18.614507,82.890672,5
Danaus chrysippus,18.730825,76.794472,5
Danaus chrysippus,18.9547,72.8051,8
Danaus chrysippus,18.986601,73.267899,8
Danaus chrysippus,19.0524,72.8631,8
Danaus chrysippus,19.214706,72.910622,8
Danaus chrysippus,19.847981,73.988965,8
Danaus chrysippus,20.1618,85.3346,4
Danaus chrysippus,20.1976,85.4394,4
Danaus chrysippus,20.21,85.476,4
Danaus chrysippus,20.404634,85.821747,4
Danaus chrysippus,21.007658,75.562604,8
Danaus chrysippus,21.3141,72.8839,8
Danaus chrysippus,21.315064,72.886439,8
Danaus chrysippus,21.3152,72.8776,8
Danaus chrysippus,21.3205,72.8551,8
Danaus chrysippus,21.3216,72.8554,8
Danaus chrysippus,22.0907,88.7624,4
Danaus chrysippus,22.308533,73.143066,8
Danaus chrysippus,22.572646,88.363895,4
Danaus chrysippus,22.587568,88.414948,4
Danaus chrysippus,22.5995,88.4298,4
Danaus chrysippus,22.607914,88.465367,4
Danaus chrysippus,22.7348,77.7384,0
Danaus chrysippus,22.88976,88.334862,4
Danaus chrysippus,22.950178,88.019187,4
Danaus chrysippus,22.986757,87.854973,4
Danaus chrysippus,22.988771,87.010568,4
Danaus chrysippus,23.204254,87.584199,4
Danaus chrysippus,23.226769,72.730198,0
Danaus chrysippus,23.320618,87.220774,4
Danaus chrysippus,23.472878,87.30095,4
Danaus chrysippus,23.476248,87.302814,4
Danaus chrysippus,23.640378,88.129937,4
Danaus chrysippus,23.650216,88.126917,4
Danaus chrysippus,25.097245,76.001508,0
Danaus chrysippus,25.1832,75.8267,0
Danaus chrysippus,25.213816,75.864753,0
Danaus chrysippus,25.2342,75.8369,0
Danaus chrysippus,25.3552,75.9926,0
Danaus chrysippus,25.453152,78.605255,0
Danaus chrysippus,26.004772,92.867844,2
Danaus chrysippus,26.065863,76.43428,0
Danaus chrysippus,26.523852,93.962337,2
Danaus chrysippus,26.8732,75.8093,0
Danaus chrysippus,27.181311,77.999192,6
Danaus chrysippus,27.181542,77.99903,6
Danaus chrysippus,28.525681,77.574203,6
Danaus chrysippus,28.93671,79.837345,6
Danaus chrysippus,29.2827,79.5483,6
Danaus genutia,10.548235,76.279732,1
Danaus genutia,10.549229,76.236855,1
Danaus genutia,10.630937,76.599659,1
Danaus genutia,11.6861,78.176,7
Danaus genutia,12.689461,75.137194,3
Danaus genutia,12.795959,77.576363,7
Danaus genutia,13.133999,77.478801,7
Danaus genutia,14.464409,75.921758,3
Danaus genutia,14.609582,74.504126,3
Danaus genutia,15.567246,73.838081,3
Danaus genutia,16.544893,81.521241,5
Danaus genutia,18.8123,72.9404,8
Danaus genutia,18.9554,72.8058,8
Danaus genutia,18.957,72.8046,8
Danaus genutia,19.150553,72.956489,8
Danaus genutia,19.228809,72.918178,8
Danaus genutia,19.270073,72.9554,8
Danaus genutia,21.196673,80.014366,5
Danaus genutia,22.194485,88.183578,4
Danaus genutia,22.429317,88.400685,4
Danaus genutia,22.558687,88.291121,4
Danaus genutia,22.579684,88.414312,4
Danaus genutia,22.682033,88.320905,4
Danaus genutia,22.80925,88.328309,4
Danaus genutia,22.94952,88.540916,4
Danaus genutia,22.999905,88.194978,4
Danaus genutia,23.0381,86.878,4
Danaus genutia,23.43639,87.479211,4
Danaus genutia,23.652922,88.105593,4
Danaus genutia,24.352674,92.344815,2
Danaus genutia,24.43202,92.330689,2
Danaus genutia,25.179964,75.828701,0
Danaus genutia,25.1848,75.8263,0
Danaus genutia,25.18497,75.827902,0
Danaus genutia,25.185,75.8263,0
Danaus genutia,26.243309,91.749166,2
Danaus genutia,26.257565,92.797516,2
Danaus genutia,26.261206,91.749014,2
Danaus genutia,26.780891,91.755309,2
Danaus genutia,27.492877,96.224174,2
Danaus genutia,30.436311,77.805329,6
Danaus plexippus,12.0774,78.9851,7
Daphnis hypothous,11.572177,76.642715,1
Daphnis nerii,10.100371,76.357038,1
Daphnis nerii,12.214368,79.033928,7
Daphnis nerii,12.871816,77.602182,7
Daphnis nerii,13.03821,77.536797,7
Daphnis nerii,13.3741,77.1404,7
Daphnis nerii,13.502664,75.090315,3
Daphnis nerii,15.377697,73.849487,3
Daphnis nerii,15.390877,73.877991,3
Daphnis nerii,17.454145,78.534019,5
Daphnis nerii,17.5528,80.6143,5
Daphnis nerii,17.686816,83.218482,5
Daphnis nerii,18.1593,74.578,8
Daphnis nerii,18.551451,73.934784,8
Daphnis nerii,18.7077,72.9424,8
Daphnis nerii,19.3237,84.8058,4
Daphnis nerii,19.8792,75.3218,8
Daphnis nerii,20.2057,85.4611,4
Daphnis nerii,20.3707,78.1162,5
Daphnis nerii,22.929487,88.424908,4
Daphnis nerii,25.513142,92.733192,2
Dasia nicobarensis,9.173647,92.827538,9
Datura ferox,10.895306,77.208748,1
Datura metel,9.912459,77.007506,1
Daucus carota,25.143524,94.28334,2
Dawkinsia filamentosa,8.443397,76.983114,1
Dawkinsia filamentosa,8.56721,76.990228,1
Dawkinsia filamentosa,9.481674,76.387878,1
Decaisnea insignis,12.871816,77.602182,7
Decalepis hamiltonii,12.918216,77.299579,7
Decaschistia crotonifolia,11.604632,77.076591,7
Decaschistia crotonifolia,11.663501,76.604752,1
Deccania pubescens,13.637131,78.460251,7
Deccania pubescens,13.851164,78.44249,7
Delgamma pangonia,25.612099,91.897713,2
Delias acalis,24.352674,92.344815,2
Delias belladonna,25.578773,91.893254,2
Delias belladonna,26.870798,75.809639,0
Delias descombesi,24.433414,92.328758,2
Delias descombesi,24.832563,92.781303,2
Delias descombesi,25.262604,90.8644,2
Delias descombesi,25.521309,91.255409,2
Delias descombesi,26.549898,93.827191,2
Delias eucharis,9.940392,78.010537,1
Delias eucharis,9.981636,76.299884,1
Delias eucharis,10.880511,78.63739,7
Delias eucharis,11.711934,76.163882,1
Delias eucharis,11.741556,78.176103,7
Delias eucharis,11.9852,79.837,7
Delias eucharis,12.310234,76.612373,7
Delias eucharis,12.768676,75.207064,3
Delias eucharis,12.874705,77.594833,7
Delias eucharis,13.066451,74.999934,3
Delias eucharis,13.150481,77.492409,7
Delias eucharis,14.606078,74.848429,3
Delias eucharis,15.393772,73.878616,3
Delias eucharis,16.543505,73.831614,8
Delias eucharis,17.533345,78.420424,5
Delias eucharis,18.623312,72.88634,8
Delias eucharis,18.906526,72.805132,8
Delias eucharis,18.97871,72.835121,8
Delias eucharis,18.986601,73.267899,8
Delias eucharis,19.214706,72.910622,8
Delias eucharis,20.7183,73.0384,8
Delias eucharis,20.7185,73.0384,8
Delias eucharis,21.31995,72.881673,8
Delias eucharis,22.194485,88.183578,4
Delias eucharis,22.577817,88.418312,4
Delias eucharis,22.727876,87.867251,4
Delias eucharis,22.80416,88.333923,4
Delias eucharis,22.8739,88.7622,4
Delias eucharis,22.97767,88.438274,4
Delias eucharis,22.986403,88.445575,4
Delias eucharis,22.986757,87.854973,4
Delias eucharis,23.158214,86.120466,4
Delias eucharis,23.320618,87.220774,4
Delias eucharis,23.446217,88.312997,4
Delias eucharis,23.461303,88.332433,4
Delias eucharis,23.640378,88.129937,4
Delias eucharis,23.6506,88.1272,4
Delias eucharis,24.160324,88.282002,4
Delias eucharis,26.873625,75.811994,0
Delias eucharis,27.208692,94.051695,2
Delias eucharis,28.915473,79.513269,6
Delias hyparete,17.6023,81.6888,5
Delias hyparete,24.352674,92.344815,2
Delias hyparete,26.722933,89.604309,2
Delias hyparete,26.734303,91.764832,2
Delias pasithoe,24.43218,92.330894,2
Delias pasithoe,24.546705,93.845177,2
Delias pasithoe,26.521458,88.719557,2
Delias pasithoe,26.617037,89.528261,2
Delias pasithoe,26.662599,94.35361,2
Delias pasithoe,26.975067,93.159196,2
Delias pasithoe,27.394291,95.608047,2
Delias pasithoe,28.993017,94.894932,2
Delonix elata,12.341427,77.332031,7
Delonix elata,22.317312,70.786644,8
Delonix regia,10.559752,76.171669,1
Delonix regia,11.949487,79.799149,7
Delonix regia,12.731194,77.783112,7
Delonix regia,12.923084,77.593422,7
Delonix regia,12.925008,77.593803,7
Delonix regia,13.038594,77.536568,7
Delonix regia,15.499743,73.828217,3
Delonix regia,17.323109,78.397064,5
Delonix regia,17.405548,78.448486,5
Delonix regia,17.665665,74.040916,8
Delonix regia,19.165651,72.965195,8
Delonix regia,20.1834,85.6185,4
Delonix regia,20.2035,85.4484,4
Delonix regia,22.5492,88.3475,4
Delonix regia,22.7334,77.7375,0
Delonix regia,23.640378,88.129937,4
Delonix regia,23.646284,88.12145,4
Delonix regia,24.685753,92.751953,2
Delonix regia,24.734022,92.793854,2
Delonix regia,25.185,75.8252,0
Delonix regia,25.2031,75.8376,0
Delonix regia,25.213816,75.864753,0
Delonix regia,25.234,75.8391,0
Delonix regia,25.2356,75.8404,0
Delonix regia,25.2378,75.8322,0
Delonix regia,26.2086,81.2413,6
Delonix regia,26.825659,92.77549,2
Delonix regia,26.8413,75.8027,0
Delonix regia,26.8665,75.8078,0
Delonix regia,26.9707,75.6569,0
Delonix regia,28.542739,77.160554,6
Delta conoideum,19.997453,73.789802,8
Delta pyriforme,10.297583,76.256599,1
Delta pyriforme,21.308352,72.868446,8
Dendrelaphis ashoki,13.56631,75.134205,3
Dendrelaphis girii,10.783749,76.007637,1
Dendrelaphis grandoculis,12.11788,75.81665,1
Dendrelaphis pictus,24.425633,92.338816,2
Dendrelaphis pictus,27.395147,95.630023,2
Dendrelaphis tristis,12.74287,80.240147,7
Dendrelaphis tristis,15.436131,74.010536,3
Dendrelaphis tristis,16.073275,78.868729,5
Dendrelaphis tristis,19.146254,72.873367,8
Dendrelaphis tristis,19.218605,72.814438,8
Dendrelaphis tristis,21.522184,70.457878,8
Dendrobium aphyllum,26.621941,90.83535,2
Dendrobium aqueum,12.737715,75.758416,3
Dendrobium aqueum,13.298917,75.817234,3
Dendrobium barbatulum,12.662804,75.687134,3
Dendrobium chrysotoxum,25.095386,94.361652,2
Dendrobium chrysotoxum,25.235445,94.273624,2
Dendrobium chrysotoxum,26.943909,95.05555,2
Dendrobium chrysotoxum,27.0113,94.3362,2
Dendrobium falconeri,25.235445,94.273624,2
Dendrobium fimbriatum,25.143525,94.283342,2
Dendrobium heyneanum,12.888151,75.687716,3
Dendrocitta formosae,17.774405,81.926918,5
Dendrocitta formosae,24.583525,92.400772,2
Dendrocitta formosae,24.607288,92.383438,2
Dendrocitta vagabunda,9.91863,76.781311,1
Dendrocitta vagabunda,9.923812,76.769348,1
Dendrocitta vagabunda,9.924107,76.769287,1
Dendrocitta vagabunda,10.984167,76.734726,1
Dendrocitta vagabunda,11.128881,75.886559,1
Dendrocitta vagabunda,12.916095,80.183944,7
Dendrocitta vagabunda,13.034567,80.263374,7
Dendrocitta vagabunda,15.546951,73.763687,3
Dendrocitta vagabunda,17.371231,78.416237,5
Dendrocitta vagabunda,17.495377,81.72818,5
Dendrocitta vagabunda,20.198126,85.447763,4
Dendrocitta vagabunda,23.627866,88.162376,4
Dendrocitta vagabunda,24.593155,72.70575,0
Dendrocitta vagabunda,25.319418,83.036453,4
Dendrocitta vagabunda,28.513308,77.198502,6
Dendrocitta vagabunda,28.530907,77.180149,6
Dendrocitta vagabunda,28.638644,77.07206,6
Dendrocnide sinuata,11.835275,75.839096,1
Dendrocopos atratus,24.43202,92.330688,2
Dendrocopos darjellensis,25.376539,94.228851,2
Dendrocopos hyperythrus,29.838453,80.033233,6
Dendrocygna javanica,8.452554,76.974388,1
Dendrocygna javanica,9.095047,76.492455,1
Dendrocygna javanica,11.664325,78.146014,7
Dendrocygna javanica,15.130252,76.224012,3
Dendrocygna javanica,16.628281,73.342766,8
Dendrocygna javanica,23.688864,86.966064,4
Dendrocygna javanica,25.599712,85.116983,4
Dendrocygna javanica,26.116911,91.655334,2
Dendrocygna javanica,28.52673,77.575363,6
Dendrolirium lasiopetalum,26.635183,90.75943,2
Dendrolobium triangulare,15.366457,73.947008,3
Dendrophthoe falcata,12.224535,75.649574,3
Dendrophthoe falcata,27.628584,75.408249,0
Dercas verhuelli,26.722933,89.604309,2
Deudorix epijarbas,14.287573,75.701599,3
Deudorix epijarbas,14.953333,74.698889,3
Deudorix epijarbas,18.985037,73.28923,8
Deudorix epijarbas,18.986601,73.267899,8
Deudorix epijarbas,18.995218,73.258842,8
Deudorix epijarbas,24.43202,92.330688,2
Deudorix epijarbas,30.550552,79.565964,6
Diaphania indica,8.741693,76.766351,1
Diaphania indica,13.066737,77.575615,7
